taxa,group,sp_ix,sp,ID,ID_from_JAG,Grouping,Species,Data_source,Prey_wt_g,Prey_E_kJ,Body_length_m,Body_mass_kg,Number_of_dives,Depth_m_max,Depth_m_median,Duration_min_max,Duration_min_median,foragedur_min_max,foragedur_min_median,foraging_phase_of_dive_max,foraging_phase_of_dive_median,foraging_count_max,foraging_count_median,foraging_count_per_dive_min_max,foraging_count_per_dive_min_median,Surftime_min_max,Surftime_min_med,Surftime_min_post_max_duration,Surftime_min_post_max_depth,surf_by_dive_time_max,surf_by_dive_time_med,surf_by_dive_max_duration,surf_by_dive_max_depth,transit_time_min_max,transit_time_min_median,transit_time_of_dive_max,transit_time_of_dive_median,total_buzz_count,total_duration_h
M,0,1,1,ba-130213,ba-130213,Balaenopteridae,Balaenoptera_bonaerensis,,268,1227,7.8,6700,169,104.88,34.04,9.37,2.61,7.13,1.93,0.90,0.75,24,8,5.90,3.45,52.16,1.12,8.03,2.33,83.20,0.37,0.86,0.62,5.37,0.59,1.00,0.25,,
M,0,2,1,ba-130215,ba-130215,Balaenopteridae,Balaenoptera_bonaerensis,,268,1227,7.8,6700,53,104.95,37.45,7.39,3.01,6.47,2.03,0.89,0.71,20,9,5.42,3.00,89.41,1.51,1.59,2.18,54.06,0.46,0.21,0.51,3.17,0.84,0.82,0.29,,
M,0,5,1,bb180227-45,bb180227-45,Balaenopteridae,Balaenoptera_bonaerensis,,268,1227,7.8,6700,211,70.07,20.95,10.47,1.35,5.86,0.76,0.77,0.43,9,2,3.16,1.55,35.72,0.87,2.11,1.20,17.82,0.51,0.20,0.34,4.61,0.91,0.92,0.57,,
M,0,6,1,bb180228-42,bb180228-42,Balaenopteridae,Balaenoptera_bonaerensis,,268,1227,7.8,6700,113,103.52,24.15,5.55,1.49,2.76,0.77,0.80,0.54,8,3,4.35,2.29,93.70,0.99,0.98,1.28,135.80,0.52,0.18,0.31,4.28,0.66,0.91,0.46,,
M,0,7,1,bb180304-40,bb180304-40,Balaenopteridae,Balaenoptera_bonaerensis,,268,1227,7.8,6700,158,175.66,71.32,11.12,3.81,4.80,1.80,0.78,0.54,10,4,4.47,1.35,122.49,1.58,3.16,4.65,117.40,0.39,0.28,0.68,9.26,1.63,0.95,0.46,,
M,0,8,1,bb180304-42,bb180304-42,Balaenopteridae,Balaenoptera_bonaerensis,,268,1227,7.8,6700,12,187.30,148.66,7.48,5.46,3.92,2.28,0.66,0.42,9,5.5,1.53,1.03,10.02,4.96,2.29,8.81,1.93,0.83,0.31,1.62,6.55,2.88,0.88,0.58,,
M,0,9,1,bb180304-45,bb180304-45,Balaenopteridae,Balaenoptera_bonaerensis,,268,1227,7.8,6700,96,237.97,183.00,14.63,6.24,6.38,3.57,0.86,0.58,23,9,3.22,1.44,11.31,3.35,1.53,10.43,1.81,0.56,0.10,1.35,11.03,2.59,0.96,0.42,,
M,0,10,1,bb180305-42b,bb180305-42b,Balaenopteridae,Balaenoptera_bonaerensis,,268,1227,7.8,6700,40,204.18,35.03,8.09,4.36,4.55,2.53,0.88,0.61,15,7,3.70,1.64,206.32,3.74,14.05,3.64,85.43,0.69,1.74,0.45,5.40,2.10,0.90,0.39,,
M,0,1,3,bw10_229b,bw10_229b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,44,200.89,153.68,9.69,8.02,5.68,4.12,0.63,0.54,4,3,0.49,0.41,4.22,2.78,3.28,3.74,0.55,0.36,0.34,0.40,5.77,3.84,0.74,0.46,,
M,0,2,3,bw10_230a,bw10_230a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,37,220.65,170.78,8.13,6.40,4.02,2.00,0.53,0.32,3,2,0.44,0.33,7.64,3.55,4.11,5.53,1.00,0.52,0.51,0.75,5.52,4.29,0.84,0.68,,
M,0,3,3,bw10_235a,bw10_235a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,6,84.35,37.79,4.54,2.91,,,,,1,1,0.66,0.35,44.99,9.03,14.76,14.76,11.04,3.78,3.25,3.25,,,,,,
M,0,4,3,bw10_239b,bw10_239b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,18,259.62,157.26,11.47,8.24,5.95,4.22,0.65,0.47,5,2,0.96,0.39,5.64,2.79,4.18,4.18,1.88,0.36,0.36,0.36,8.49,5.01,0.81,0.53,,
M,0,5,3,bw10_240b,bw10_240b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,76,193.48,36.37,12.56,2.83,7.70,2.39,0.88,0.60,5,1,1.12,0.51,439.17,1.93,2.94,30.96,235.69,0.50,0.23,2.61,5.25,1.64,0.65,0.40,,
M,0,6,3,bw10_241a,bw10_241a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,47,216.12,189.36,10.03,7.64,5.19,3.33,0.54,0.45,4,3,0.47,0.37,4.26,3.44,1.19,3.28,0.61,0.46,0.12,0.49,8.53,4.24,0.85,0.55,,
M,0,7,3,bw10_243a,bw10_243a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,19,252.65,218.98,12.76,9.83,7.88,4.46,0.65,0.52,5,3,0.39,0.36,5.22,3.44,3.22,3.47,0.47,0.35,0.25,0.33,7.96,4.63,0.80,0.48,,
M,0,8,3,bw10_243b,bw10_243b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,37,240.74,212.74,10.00,8.56,6.26,4.57,0.63,0.52,5,4,0.53,0.44,6.76,3.41,5.03,4.46,0.75,0.40,0.50,0.50,7.24,4.18,0.84,0.48,,
M,0,9,3,bw10_244a,bw10_244a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,2,246.60,234.20,10.35,9.47,6.25,5.51,0.60,0.58,5,4.5,0.48,0.47,5.19,5.16,5.13,5.19,0.60,0.55,0.50,0.60,4.10,3.96,0.44,0.42,,
M,0,10,3,bw10_244b,bw10_244b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,8,139.54,132.97,8.34,8.10,5.43,5.36,0.67,0.65,4,4,0.50,0.49,2.65,2.37,2.41,1.99,0.33,0.29,0.29,0.24,3.49,2.81,0.44,0.35,,
M,0,11,3,bw10_244c,bw10_244c,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,6,177.94,161.39,11.50,9.51,6.58,4.53,0.62,0.51,5,4.5,0.57,0.42,4.05,3.11,3.16,4.05,0.47,0.31,0.27,0.47,7.86,4.52,0.82,0.49,,
M,0,12,3,bw10_245a,bw10_245a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,11,287.32,222.90,12.65,9.88,7.49,4.71,0.64,0.50,6,4,0.51,0.41,5.14,3.75,4.93,4.93,0.59,0.37,0.39,0.39,10.91,4.92,0.86,0.50,,
M,0,13,3,bw10_246a,bw10_246a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,21,283.04,97.00,11.37,6.10,5.40,3.69,0.67,0.58,4,3,0.55,0.49,4.30,1.47,2.19,4.21,0.44,0.24,0.19,0.44,7.50,2.35,0.79,0.42,,
M,0,14,3,bw10_246b,bw10_246b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,12,270.56,262.01,15.72,14.34,10.55,8.43,0.68,0.57,7,6,0.45,0.41,8.65,4.46,4.56,4.68,0.57,0.30,0.29,0.33,8.59,6.34,0.63,0.43,,
M,0,15,3,bw10_265a,bw10_265a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,9,338.96,318.04,14.73,12.31,9.28,5.19,0.63,0.46,8,5,0.54,0.44,25.43,8.43,7.37,9.84,2.24,0.66,0.50,0.80,11.27,5.74,0.89,0.54,,
M,0,16,3,bw10_265b,bw10_265b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,2,317.00,311.77,16.81,15.20,9.18,8.62,0.59,0.57,7,6.5,0.44,0.43,9.29,7.24,9.29,9.29,0.55,0.47,0.55,0.55,7.63,6.58,0.45,0.43,,
M,0,17,3,bw10_266a,bw10_266a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,6,254.97,244.77,10.80,8.39,4.56,1.95,0.50,0.26,4,2,0.44,0.26,7.66,5.07,4.02,3.83,0.85,0.69,0.37,0.42,7.36,6.10,0.81,0.74,,
M,0,18,3,bw11_210a,bw11_210a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,15,154.14,125.94,10.94,8.84,7.93,6.62,0.75,0.71,7,5,0.64,0.57,3.07,2.36,2.33,2.36,0.36,0.28,0.21,0.27,5.80,2.89,0.81,0.29,,
M,0,19,3,bw11_211a,bw11_211a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,25,170.76,141.41,8.81,6.96,5.65,3.68,0.69,0.56,4,3,0.55,0.47,2.80,2.12,1.61,2.80,0.41,0.29,0.18,0.34,5.69,3.08,0.67,0.44,,
M,0,20,3,bw11_213b,bw11_213b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,46,103.85,79.50,7.40,4.30,4.48,2.23,0.80,0.55,3,2,1.47,0.48,3.56,1.58,2.50,1.96,3.18,0.38,0.34,0.35,3.57,2.02,0.65,0.45,,
M,0,21,3,bw11_214a,bw11_214a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,8,101.64,84.05,8.19,5.81,6.19,2.90,0.76,0.56,5,2.5,0.61,0.50,2.23,1.71,1.93,2.23,0.45,0.24,0.24,0.29,3.86,2.37,0.70,0.44,,
M,0,22,3,bw11_214b,bw11_214b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,9,104.16,93.18,8.07,6.45,3.62,2.81,0.65,0.48,3,3,0.61,0.46,2.75,1.29,2.56,1.34,0.50,0.21,0.32,0.21,5.25,2.93,0.66,0.52,,
M,0,23,3,bw11_215a,bw11_215a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,11,145.72,116.38,6.21,4.37,3.63,1.81,0.58,0.48,3,2,0.64,0.49,2.43,1.48,2.43,1.48,0.78,0.38,0.39,0.31,3.17,2.43,0.66,0.52,,
M,0,24,3,bw11_215b,bw11_215b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,5,152.76,148.51,10.33,9.57,6.05,5.04,0.59,0.53,5,3,0.48,0.31,3.50,2.71,3.50,2.80,0.34,0.28,0.34,0.29,6.80,4.53,0.70,0.47,,
M,0,25,3,bw11_218a,bw11_218a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,4,162.67,137.26,11.03,10.02,4.89,2.59,0.46,0.25,3,2,0.28,0.20,2.75,2.25,2.38,2.75,0.26,0.22,0.22,0.26,8.44,7.10,0.77,0.75,,
M,0,26,3,bw11_218b,bw11_218b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,16,207.96,136.76,9.40,7.59,5.91,3.22,0.70,0.47,5,3,0.64,0.46,3.78,2.41,3.78,3.41,0.41,0.31,0.40,0.41,7.98,3.90,0.86,0.53,,
M,0,27,3,bw11_219a,bw11_219a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,2,283.03,272.16,8.52,7.75,3.03,2.98,0.43,0.39,3,3,0.43,0.39,9.88,7.29,4.70,4.70,1.42,0.98,0.55,0.55,5.58,4.77,0.66,0.61,,
M,0,28,3,bw11_219b,bw11_219b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,9,261.73,246.42,9.07,8.74,4.55,3.56,0.51,0.42,3,3,0.41,0.34,7.02,4.05,4.90,3.70,0.79,0.50,0.54,0.50,5.64,4.53,0.64,0.58,,
M,0,29,3,bw11_220a,bw11_220a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,27,271.41,236.01,10.09,8.37,5.30,3.53,0.57,0.44,4,3,0.48,0.36,2.70,1.77,2.17,1.80,0.31,0.22,0.21,0.22,7.10,4.55,0.86,0.56,,
M,0,30,3,bw11_220b,bw11_220b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,9,266.67,187.07,8.99,7.85,5.81,3.75,0.65,0.46,4,3,0.44,0.33,6.24,4.43,3.44,5.80,0.85,0.50,0.38,0.70,5.85,4.66,0.79,0.54,,
M,0,31,3,bw11_221a,bw11_221a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,18,245.29,224.89,11.52,9.54,8.23,5.06,0.72,0.55,5,4,0.51,0.42,8.05,2.88,2.67,5.37,0.81,0.31,0.23,0.58,7.81,4.29,0.80,0.45,,
M,0,32,3,bw11_264a,bw11_264a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,12,223.53,163.66,6.58,5.47,3.94,1.63,0.60,0.39,4,2,0.63,0.51,2.59,2.11,2.59,2.31,0.48,0.39,0.39,0.41,4.06,2.75,0.74,0.61,,
M,0,33,3,bw12_217b,bw12_217b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,4,264.62,234.05,10.93,9.73,6.07,5.31,0.56,0.54,6,4.5,0.55,0.46,36.34,6.65,36.34,36.34,3.33,0.91,3.33,3.33,5.15,4.86,0.54,0.46,,
M,0,34,3,bw13_191a,bw13_191a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,28,136.69,83.09,10.47,5.38,6.90,3.96,0.71,0.56,5,2,0.87,0.48,6.17,1.85,2.08,2.08,3.04,0.29,0.20,0.20,5.28,2.42,0.55,0.44,,
M,0,35,3,bw13_193a,bw13_193a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,32,120.39,77.33,10.55,6.21,7.71,3.97,0.76,0.61,5,3,0.73,0.47,2.60,1.48,2.60,2.12,1.15,0.25,0.25,0.24,5.09,2.74,0.73,0.39,,
M,0,36,3,bw13_207a,bw13_207a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,30,135.61,81.31,7.99,4.73,5.45,2.94,0.75,0.58,4,2,0.74,0.57,2.21,1.07,1.44,2.21,0.48,0.23,0.18,0.34,4.98,1.95,0.77,0.42,,
M,0,37,3,bw13_211a,bw13_211a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,28,330.95,312.87,15.87,12.60,8.11,5.71,0.59,0.45,5,3,0.36,0.25,6.83,2.81,3.66,3.66,0.56,0.22,0.23,0.23,10.76,6.73,0.85,0.55,,
M,0,38,3,bw13_214b,bw13_214b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,4,304.28,253.44,16.95,11.15,9.95,2.88,0.59,0.31,8,3,0.47,0.32,3.91,3.76,3.86,3.86,0.36,0.27,0.23,0.23,8.88,7.61,0.78,0.69,,
M,0,39,3,bw13_214c,bw13_214c,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,6,322.38,308.63,14.99,12.76,10.49,8.34,0.70,0.65,8,6.5,0.54,0.51,4.61,4.13,4.61,3.67,0.37,0.32,0.31,0.28,4.72,4.47,0.38,0.35,,
M,0,40,3,bw13_217a,bw13_217a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,23,165.79,119.13,11.45,8.66,8.52,5.68,0.77,0.69,7,5,0.69,0.63,2.77,2.16,2.77,2.30,0.27,0.24,0.24,0.23,3.78,2.66,0.39,0.31,,
M,0,41,3,bw13_259a,bw13_259a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,22,42.85,30.80,7.31,2.45,3.19,2.22,0.64,0.49,2,1,1.06,0.50,,,,,,,,,4.12,1.83,0.61,0.51,,
M,0,42,3,bw140722-2e,bw140722-2e,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,3,185.06,182.30,9.19,8.94,5.58,5.54,0.62,0.61,4,4,0.45,0.45,6.22,4.33,4.33,6.22,0.70,0.47,0.47,0.70,3.68,3.61,0.41,0.39,,
M,0,43,3,bw140806-2,bw140806-2,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,4,206.97,161.34,12.29,10.45,4.10,3.84,0.45,0.38,3,1.5,0.33,0.14,80.40,4.29,6.35,80.40,6.82,0.38,0.52,6.82,8.22,6.62,0.70,0.62,,
M,0,44,3,bw140819-3b,bw140819-3b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,5,44.55,35.84,2.68,1.47,1.42,1.41,0.62,0.57,2,1,1.06,0.75,1.13,0.78,0.64,1.13,0.69,0.50,0.24,0.50,1.26,1.06,0.47,0.43,,
M,0,45,3,bw140820-3b,bw140820-3b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,11,81.31,52.81,6.60,2.87,4.46,2.21,0.77,0.58,3,1,0.70,0.53,1.89,0.86,1.89,1.89,0.90,0.27,0.29,0.29,2.30,1.57,0.50,0.42,,
M,0,46,3,bw14_211a,bw14_211a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,4,90.92,80.88,8.18,4.10,3.80,3.80,0.46,0.46,3,1,1.20,0.53,1.85,1.43,0.55,1.68,2.21,0.54,0.07,0.25,4.38,4.38,0.54,0.54,,
M,0,47,3,bw14_211b,bw14_211b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,18,239.19,189.11,11.76,8.96,7.26,5.02,0.76,0.56,5,3.5,0.52,0.39,4.67,2.15,2.46,2.52,0.50,0.23,0.21,0.23,6.45,3.77,0.66,0.44,,
M,0,48,3,bw14_212a,bw14_212a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,29,214.25,102.02,15.19,9.50,8.61,4.77,0.81,0.51,5,3,0.56,0.28,18.07,2.47,5.00,5.00,1.64,0.30,0.33,0.33,9.16,5.42,0.83,0.49,,
M,0,49,3,bw14_213a,bw14_213a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,30,122.61,83.03,7.49,4.97,4.09,2.50,0.68,0.58,3,2,0.59,0.39,2.11,1.35,1.31,,0.65,0.31,0.17,,5.18,2.22,0.77,0.42,,
M,0,50,3,bw14_217a,bw14_217a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,35,163.07,76.75,9.80,5.83,7.83,2.48,0.82,0.52,4,2,0.93,0.36,8.01,1.99,2.38,2.36,3.95,0.29,0.24,0.29,7.32,2.84,0.79,0.48,,
M,0,51,3,bw14_218a,bw14_218a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,16,220.18,110.87,14.38,9.07,8.67,4.48,0.72,0.58,5,3,0.46,0.31,15.71,2.24,3.90,5.09,1.89,0.25,0.27,0.36,12.94,4.85,0.90,0.42,,
M,0,52,3,bw14_218b,bw14_218b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,6,217.04,204.83,9.57,8.65,5.66,4.35,0.60,0.52,4,3.5,0.46,0.41,3.12,2.38,2.10,3.12,0.42,0.32,0.22,0.36,5.26,3.89,0.63,0.48,,
M,0,53,3,bw14_251a,bw14_251a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,74,97.96,39.22,8.51,2.08,6.27,2.94,0.82,0.61,4,1,1.58,0.60,9.00,0.92,1.68,1.68,3.11,0.29,0.20,0.20,5.57,1.92,0.78,0.39,,
M,0,54,3,bw14_256a,bw14_256a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,4,180.98,137.17,14.53,8.96,6.24,2.00,0.43,0.23,3,2,0.23,0.21,2.42,2.15,2.42,2.42,0.37,0.22,0.17,0.17,8.29,7.12,0.78,0.77,,
M,0,55,3,bw14_261a,bw14_261a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,4,242.24,221.49,19.11,17.78,15.14,8.09,0.79,0.46,8,3.5,0.42,0.21,3.19,3.14,3.17,3.12,0.20,0.18,0.17,0.18,10.69,9.69,0.85,0.54,,
M,0,56,3,bw14_262a,bw14_262a,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,63,137.00,46.53,5.31,1.57,2.86,2.05,0.64,0.56,2,1,1.52,0.64,3.21,1.17,2.27,1.50,3.96,0.65,0.43,0.29,1.70,1.64,0.45,0.44,,
M,0,57,3,bw14_262b,bw14_262b,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,17,135.50,63.12,9.80,5.37,6.50,3.08,0.74,0.55,4,1,1.32,0.40,3.24,0.79,1.32,0.73,0.95,0.15,0.13,0.11,3.98,2.38,0.56,0.45,,
M,0,58,3,bw150823-6,bw150823-6,Balaenopteridae,Balaenoptera_musculus,,134000,393960,25.2,93000,30,119.32,69.37,15.03,7.52,12.50,4.73,0.83,0.57,6,2,0.57,0.29,5.63,1.87,2.15,3.07,1.58,0.21,0.14,0.22,8.30,3.28,0.78,0.43,,
